name,location,origin,location_country,origin_country,origin_country_1,origin_country_2,origin_country_3,origin_country_4,origin_country_5,origin_country_6
Ethiopia Gediyo Kochere Shifo Washed G1,"New Taipei, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Espresso Blend,"New Taipei, Taiwan","India, Brazil, Ethiopia, Indonesia, Colombia",Taiwan,Colombia,Colombia,,,,,
Brazil Daterra Aramosa Anaerobic Honey,"Minneapolis, Minnesota","Cerrado growing region, Brazil",United States,Brazil,Brazil,,,,,
Espresso,"Bogota, Colombia","Quindío Department, Colombia",Colombia,Colombia,Colombia,,,,,
Kona Uluwehi SL34,"Minneapolis, Minnesota","Holualoa, Kona, United States",United States,United States,United States,,,,,
Kona Classic Dark,"Minneapolis, Minnesota","Kona, United States",United States,United States,United States,,,,,
Peru Buena Vista Valerio Almanza Ccahua,"ManliUnited States, New York","CUnited Statesco, Peru",United States,Peru,Peru,,,,,
Ethiopia Sidamo Washed,"Taipei, Taiwan","Sidama (also Sidamo) growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Kenya Nyeri,"Taipei, Taiwan","Nyeri growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Colombia Monteblanco Geisha,"Harrisonburg, Virginia","Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Colombia Pink Bourbon Finca El Chaparote,"Minneapolis, Minnesota","Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Guatemala Acatenango Geisha,"Glendale, California","Acatenango growing region, Guatemala",United States,Guatemala,Guatemala,,,,,
Kenya Nyeri,"Taipei, Taiwan","Nyeri growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Thailand Huai Mae Liam White Honey,"Minneapolis, Minnesota","Huai Mae Liam, Chiang Rai, Thailand",United States,Thailand,Thailand,,,,,
Thailand Pink Valley Natural,"Minneapolis, Minnesota","Chiang Rai Province, Thailand",United States,Thailand,Thailand,,,,,
Indonesia Golden Sumatra TP Espresso,"Yilan, Taiwan","Aceh Province, Sumatra, Indonesia",Taiwan,Indonesia,Indonesia,,,,,
Panama Boquete Flor De Mariposa Geisha Espresso,"Chia-Yi, Taiwan","Boquete growing region, Panama",Taiwan,Panama,Panama,,,,,
El Salvador La Guachocha,"Brooklyn, New York","Canton Lomas de San Marcelino, Coatepeque, Santa Ana, El Salvador",United States,El Salvador,El Salvador,,,,,
El Salvador Malacara B Orange,"Brooklyn, New York","antón Montañita, Volcán Santa Ana, El Salvador",United States,El Salvador,El Salvador,,,,,
Ethiopia Gedeo Kochere Reko Natural,"Chia-Yi, Taiwan","Yirgacheffe growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Memory Lane,"San Diego, California",Brazil; Guatemala; Sumatra,United States,Brazil; Guatemala; Sumatra,Brazil, Guatemala, Sumatra,,,
Kenya Kirinyaga Peaberry,"Redlands, California","Kirinyaga County, Kenya",United States,Kenya,Kenya,,,,,
Kenya Nyeri,"Taipei, Taiwan","Nyeri growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Suke Quto,"Seattle, Washington","Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Kenya Kirinyaga Peaberry,"Redlands, California","Kirinyaga County, Kenya",United States,Kenya,Kenya,,,,,
Congo Muungano,"San Diego, California","South Kivu Province, Democratic Republic of the Congo",United States,Democratic Republic of the Congo,Democratic Republic of the Congo,,,,,
Ethiopia Quantit,"Berkeley, California","Sidama (also Sidamo) growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Memory Lane,"San Diego, California",Brazil; Guatemala; Sumatra,United States,Brazil; Guatemala; Sumatra,Brazil, Guatemala, Sumatra,,,
Monte Alban Mexico,"Madison, Wisconsin","Yautepec/Miahuatlan, Oaxaca State, Mexico",United States,Mexico,Mexico,,,,,
Ethiopia Neja Fadil,"San Diego, California","Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Panama Finca Santa Teresa Lot 9,"Reno, Nevada","Volcan growing region, Panama",United States,Panama,Panama,,,,,
San Antonio Guatemala,"Madison, Wisconsin","San Cristobal Cucho, San Marcos Department, Guatemala",United States,Guatemala,Guatemala,,,,,
5S Select Coffee Bean,"Shanghai, China",Ethiopia; Brazil; Guatemala; Colombia,China,Ethiopia; Brazil; Guatemala; Colombia,Ethiopia, Brazil, Guatemala, Colombia,,
Ethiopia Guji Hambela G1 Natural,"Taipei, Taiwan","Guji Zone, Oromia region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Monte Alban Mexico,"Madison, Wisconsin","Yautepec/Miahuatlan, Oaxaca State, Mexico",United States,Mexico,Mexico,,,,,
Monte Alban Mexico,"Madison, Wisconsin","Yautepec/Miahuatlan, Oaxaca State, Mexico",United States,Mexico,Mexico,,,,,
Rwanda Sholi,"Sacramento, California","Muhanga District, Southern Province, Rwanda",United States,Rwanda,Rwanda,,,,,
Peru Jheyner Roman,"Sacramento, California","Cajamarca region, northern Peru",United States,northern Peru,northern Peru,,,,,
Colombia La Victoria,"Sacramento, California","Nariño Department, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Halo Hartume Daniel Mijane,"Reno, Nevada","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Project Congo Muungano,"Viroqua, Wisconsin","South Kivu, Democratic Republic of the Congo",United States,Democratic Republic of the Congo,Democratic Republic of the Congo,,,,,
La Coipa Peru,"Madison, Wisconsin","San Ignacio, Cajamarca Region, Peru",United States,Peru,Peru,,,,,
Aged Sumatra Ulos Batak 2015,"Minneapolis, Minnesota","Lintong growing region, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
La Esperanza Colombia Estate,"Durango, Colorado","Valle de Cauca, Colombia",United States,Colombia,Colombia,,,,,
Addis Katema,"Madison, Wisconsin","Wenango District, Gedeo Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Memory Lane,"San Diego, California",Brazil; Guatemala; Sumatra,United States,Brazil; Guatemala; Sumatra,Brazil, Guatemala, Sumatra,,,
Nicaragua Women Producers,"Chicago, Illinois","La Fundadora, Jinotega, Nicaragua",United States,Nicaragua,Nicaragua,,,,,
#She_Builds,"Washington, D.C.",Haiti; Ethiopia,D.C.,Haiti; Ethiopia,Haiti, Ethiopia,,,,
Guji Ethiopia Washed,"Johns Creek, Georgia","Guji Zone, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Sidamo Washed,"Taipei, Taiwan","Sidama (also Sidamo) growing region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Guatemala Cobán Chicoj Cooperative Red Honey Fair Trade,"Yilan, Taiwan","Cobán growing region, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Harimau Tiger Sumatra,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Costa Rica La Pastora Honey,"Bozeman, Montana","Tarrazu, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Kenya Kirinyaga Baragwi Karumandi AA,"Durango, Colorado",Kenya,United States,Kenya,Kenya,,,,,
Rwanda Sholi,"Sacramento, California","Muhanga District, Southern Province, Rwanda",United States,Rwanda,Rwanda,,,,,
Easter Sunrise Blend,"Meeteetse, Wyoming",,United States,,,,,,,
Honduro-Spro,"Bozeman, Montana","San José, La Paz Department, Honduras",United States,Honduras,Honduras,,,,,
Espresso,"Bogota, Colombia","Quindío Department, Colombia",Colombia,Colombia,Colombia,,,,,
Twisted V.6 Espresso,"Madison, Wisconsin", Central America; Africa,United States, Central America; Africa, Central America, Africa,,,,
Estate Finca La Lina,"Bogota, Colombia","Risaralda Department, Colombia",Colombia,Colombia,Colombia,,,,,
Private Reserve Ethiopia Barrel-Aged,"Lincoln, California","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Classic Blend Espresso,"Caotun, Nantou, Taiwan",,Taiwan,,,,,,,
Humanitarian Grounds,"Mendocino, California",Nicaragua; Guatemala; Ethiopia,United States,Nicaragua; Guatemala; Ethiopia,Nicaragua, Guatemala, Ethiopia,,,
Josh Daniels Grateful Blend,"Charlotte, North Carolina",Papua New Guinea; Colombia,United States,Papua New Guinea; Colombia,Papua New Guinea, Colombia,,,,
Guatemala Las Victorias Euphora Special Lot,"Taipei, Taiwan","Fraijanes Plateau, Guatemala",Taiwan,Guatemala,Guatemala,,,,,
Easter Sunrise Blend,"Meeteetse, Wyoming",,United States,,,,,,,
Kimi Blend,"Kaohsiung City, Taiwan",Ethiopia; Colombia; Nicaragua,Taiwan,Ethiopia; Colombia; Nicaragua,Ethiopia, Colombia, Nicaragua,,,
Belquis Ramirez LemUnited States Colombia Coffee for Peace,"Fitchburg, Wisconsin","Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Asprole Blend #1 Colombia Coffee for Peace,"Fitchburg, Wisconsin","Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
Private Reserve Costa Rica Naranjo,"Lincoln, California","Naranjo, West Valley, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Private Reserve Guatemala Medina Estate,"Lincoln, California","Antigua, Guatemala",United States,Guatemala,Guatemala,,,,,
Look for the Helpers,"Bellingham, Washington",Ethiopia; Central America,United States,Ethiopia; Central America,Ethiopia, Central America,,,,
Costa Rica Aris Red Honey Lot 2002 Espresso,"Chia-Yi, Taiwan","Central Valley, Costa Rica",Taiwan,Costa Rica,Costa Rica,,,,,
Ethiopia Guji Uraga Washed,"Taipei, Taiwan","Guji Zone, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Panama Mokkita Natural Mama Cata Estate,"Hilo, Hawaii","Boquete, Panama",United States,Panama,Panama,,,,,
Geisha Champagne,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Kona Red Bourbon Anaerobic Washed Kona Rainforest,"Hilo, Hawaii","South Kona growing region, United States",United States,United States,United States,,,,,
Panama Hacienda La Esmeralda Ethiopian Accessions,"Hilo, Hawaii","Boquete growing region, Panama",United States,Panama,Panama,,,,,
Laura’s Reserve SL34,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Laura’s Reserve SL34,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Laura’s Reserve SL34,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Laura’s Reserve SL34,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
United States Kona Peaberry Darnall Estate,"HIlo, Hawaii","Holualoa, Kona, United States",United States,United States,United States,,,,,
Ka‘ū Cloud Maragogipe,"Mountain View, Hawai'i","Ka‘ū growing region, United States",Hawai'i,United States,United States,,,,,
Kona Noir,"Mountain View, United States","Holualoa, Kona, United States",United States,United States,United States,,,,,
Kona Noir,"Mountain View, United States","Holualoa, Kona, United States",United States,United States,United States,,,,,
Wilton Benitez Colombia Chiroso,"Chicago, Illinois","Piendamo, Cauca Department, Colombia",United States,Colombia,Colombia,,,,,
SL28 Honey,"Captain Cook, United States","North Kona growing district, United States",United States,United States,United States,,,,,
Ka‘ū Classic Peaberry,"Pahala, United States","Ka‘ū growing district, ""Big Island"" of United States",United States,"""Big Island"" of United States","""Big Island"" of United States",,,,,
JN Farms Double Anaerobic Red Bourbon,"Kihei, Maui, United States","Ka‘ū growing region, United States",United States,United States,United States,,,,,
100% Kona Typica,"Holualoa, United States","Kona growing region, United States",United States,United States,United States,,,,,
100% Ka‘ū Navarro,"Kealakekua, Kona, United States","Ka‘ū growing region, United States",United States,United States,United States,,,,,
100% Kona Extra Fancy,"Captain Cook, United States","Kona growing district, United States",United States,United States,United States,,,,,
Hapa,"Holualoa, United States","Holualoa, North Kona growing district, United States",United States,United States,United States,,,,,
Ecuador Finca Cruz Loma Washed Anaerobic,"Kailua, O’ahu, United States","San José de Minas, Pichincha Province, Ecuador",United States,Ecuador,Ecuador,,,,,
Three Island Blend,"Kahului, Maui, United States",United States,United States,United States,United States,,,,,
Costa Rica Candelilla Gesha,"Floyd, Virginia","Tarrazu, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Yaye Chericho Ethiopia,"Madison, Wisconsin","Chericho, Sidamo, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Colombia Finca Milan Washed Nitro Caturra,"Billings, Montana","Vereda El Hoga, Risaralda, Colombia",United States,Colombia,Colombia,,,,,
Colombia Geisha Claudia Samboni,"Reno, Nevada","Peñas Blancas Mountains, Acevedo, Colombia",United States,Colombia,Colombia,,,,,
Kenya AA Top Gicherori,"Yilan, Taiwan","Embu County, Kenya",Taiwan,Kenya,Kenya,,,,,
Kenya AA Top Gicherori,"Yilan, Taiwan","Embu County, Kenya",Taiwan,Kenya,Kenya,,,,,
Kenya AA Top Gicherori,"Yilan, Taiwan","Embu County, Kenya",Taiwan,Kenya,Kenya,,,,,
Kenya AA Top Gicherori,"Yilan, Taiwan","Embu County, Kenya",Taiwan,Kenya,Kenya,,,,,
Ethiopia Sasaba Guji,"Sacramento, California","Sidamo growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia JemJem,"Ashland, Oregon","Wenago district, Gedeo Zone, SNNPR, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Guatemala La Esperanza Anaerobic,"Peoria, Illinois","Hoja Blanca, Huehuetenango, Guatemala",United States,Guatemala,Guatemala,,,,,
Ethiopia Israel Degefa WUnited Statesh WUnited Statesh,"Billings, Montana","Sama, Ana Sora District, Oromia Region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Sunrise Blend,"Hanalei, Kaua'i",Honduras; Maui,Kaua'i,Honduras; Maui,Honduras, Maui,,,,
Kagunyu Kenya,"Madison, Wisconsin","Nyeri County, Kenya",United States,Kenya,Kenya,,,,,
Kariaini Kenya,"Madison, Wisconsin","Kirinyaga County, Kenya",United States,Kenya,Kenya,,,,,
Sumatra Pantan MUnited Statesara,"Fort Wayne, Indiana","Pegasing, Takengon, Aceh Province, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Yellow,"Billings, Montana","Yirgacheffe growing region, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Costa Rica Rivense La Guaca,"Taichung, Taiwan","Brunca Region, Costa Rica",Taiwan,Costa Rica,Costa Rica,,,,,
Ethiopia Ethiopia Limu Baby Geisha Natural,"Taitung, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Honduras Marcala,"Auburn, Maine","Marcala, Honduras",United States,Honduras,Honduras,,,,,
Ethiopia Guji Violet Love Natural,"Taitung, Taiwan","Guji Zone, Oromia Region, Ethiopia",Taiwan,Ethiopia,Ethiopia,,,,,
Peru Wiliam Shakespeare Roman Washed,"Taipei, Taiwan","Cajamarca, Peru",Taiwan,Peru,Peru,,,,,
DRC Katana Natural,"Fort Wayne, Indiana","Kabare, South Kivu, Democratic Republic of the Congo",United States,Democratic Republic of the Congo,Democratic Republic of the Congo,,,,,
PNG Korgua Estate Natural,"Fort Wayne, Indiana","Nebilyer Valley, Western Highlands, Papua New Guinea",United States,Papua New Guinea,Papua New Guinea,,,,,
Costa Rica Las Lajas Perla Negra,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Costa Rica Las Lajas Perla Negra,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Sumatra Pantan MUnited Statesara,"Fort Wayne, Indiana","Pegasing, Takengon, Aceh Province, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
Buesaco Colombia Espresso,"Madison, Wisconsin","Buesaco, Nariño District, Colombia",United States,Colombia,Colombia,,,,,
Kenya Ndaroini AA,"Plymouth, MassachUnited Statesetts","Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Flagship Blend,"Oakville, Ontario, Canada",,Canada,,,,,,,
Sierra Verde Blend,"Oakville, Ontario, Canada",,Canada,,,,,,,
Bullet Espresso,"Oakville, Ontario, Canada",Brazil; Guatemala,Canada,Brazil; Guatemala,Brazil, Guatemala,,,,
Kenya Estate 28-Day Natural Microlot,"Zhubei, Taiwan","Nyeri growing region, Kenya",Taiwan,Kenya,Kenya,,,,,
Sumatra Takengon,"Auburn, Maine","Pantan MUnited Statesara, Pegasing, Sumatra, Indonesia",United States,Indonesia,Indonesia,,,,,
El Salvador Trifinio Blend Medium Roast,"Mount Cerro Montecristo, El Salvador","Trifinio growing region, El Salvador",El Salvador,El Salvador,El Salvador,,,,,
Honduras Marcala,"Auburn, Maine","Marcala, Honduras",United States,Honduras,Honduras,,,,,
Costa Rica Palomas,"Auburn, Maine","San Jose, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Reveille Espresso,"Auburn, Maine",Colombia; Costa Rica; Honduras,United States,Colombia; Costa Rica; Honduras,Colombia, Costa Rica, Honduras,,,
Levity,"Auburn, Maine",Colombia; Costa Rica; Honduras; Sumatra,United States,Colombia; Costa Rica; Honduras; Sumatra,Colombia, Costa Rica, Honduras, Sumatra,,
Warm and Fuzzy Decaf Espresso,"Auburn, Maine",Colombia,United States,Colombia,Colombia,,,,,
My Old Friend Dark Roast,"Auburn, Maine",Colombia; Costa Rica,United States,Colombia; Costa Rica,Colombia, Costa Rica,,,,
AKITA Espresso Blend,"Taipei, Taiwan",Colombia; Brazil; Nicaragua; Mexico,Taiwan,Colombia; Brazil; Nicaragua; Mexico,Colombia, Brazil, Nicaragua, Mexico,,
COLLIE Espresso Blend,"Taipei, Taiwan",Guatemala; Colombia; Brazil,Taiwan,Guatemala; Colombia; Brazil,Guatemala, Colombia, Brazil,,,
BEAGLE Espresso Blend,"Taipei, Taiwan",Ethiopia; Colombia; Brazil,Taiwan,Ethiopia; Colombia; Brazil,Ethiopia, Colombia, Brazil,,,
Sunrise Blend,"Hanalei, Kaua'i",Honduras; Maui,Kaua'i,Honduras; Maui,Honduras, Maui,,,,
Ka‘u Red Catuai Peaberry,"Hilo, Hawaii","Ka‘u growing region, United States",United States,United States,United States,,,,,
Ethiopia Kayon Mountain,"Lexington, Virginia","Odo Shakiso District, Guji Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Sidama Karamo Anaerobic Natural,"Bozeman, Montana","Sidamo growing region, Ethiopia.",United States,Ethiopia.,Ethiopia.,,,,,
El Venado Costa Rica Yellow Honey SL28,"Madison, Wisconsin","West Valley growing region, Costa Rica",United States,Costa Rica,Costa Rica,,,,,
Ethiopia Sidama Karamo Anaerobic Natural,"Bozeman, Montana","Sidamo growing region, Ethiopia.",United States,Ethiopia.,Ethiopia.,,,,,
Kenya Gaturiri AA,"Eagle, Colorado","Nyeri County, Kenya",United States,Kenya,Kenya,,,,,
Kenya Gichathaini,"Sacramento, California","Mathira West District, Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Kenya Gichathaini,"Sacramento, California","Mathira West District, Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Kenya Gichathaini,"Sacramento, California","Mathira West District, Nyeri growing region, Kenya",United States,Kenya,Kenya,,,,,
Colombia Geiner Montano,"Sacramento, California","Huila Department, Colombia",United States,Colombia,Colombia,,,,,
Ethiopia Kayon Mountain,"Lexington, Virginia","Odo Shakiso District, Guji Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Ethiopia Kayon Mountain,"Lexington, Virginia","Odo Shakiso District, Guji Zone, Ethiopia",United States,Ethiopia,Ethiopia,,,,,
Kenya Gaturiri,"Durango, Colorado","Kiambu County, Kenya",United States,Kenya,Kenya,,,,,
Guatemala Bella Vista,"Reno, Nevada","Antigua, Guatemala",United States,Guatemala,Guatemala,,,,,
Kenya Muiri Estate Peaberry,"Ashland, Oregon","Kiambu County, Kenya",United States,Kenya,Kenya,,,,,
El Salvador El Mirador,"Lexington, Virginia","Apaneca-Ilamatepec growing region, El Salvador",United States,El Salvador,El Salvador,,,,,
Panama Finca Las Nubes Geisha Microlot,"Waterbury Center, Vermont","Boquete growing region, Panama",United States,Panama,Panama,,,,,
